index,Song,Artist,All Chords,Chords,Label,Link
618,la-la-land-another-day-of-sun,misc-soundtrack,"['F', 'G', 'Am', 'Em', 'F', 'G', 'C', 'Em', 'F', 'G', 'Am', 'Em', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'Am', 'F', 'G', 'Am', 'Em', 'F', 'G', 'C', 'E', 'F', 'G', 'Am', 'Dm', 'G', 'C', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'C', 'E', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'Am', 'F', 'G', 'Am', 'Em', 'F', 'G', 'C', 'E', 'F', 'G', 'Am', 'Dm', 'G', 'C', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'C', 'E', 'Dm', 'G', 'C', 'A', 'Dm']","Em,A,C,Am,Dm,E,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/la-la-land-another-day-of-sun-chords-1935009
619,tougher-than-the-rest,bruce-springsteen,"['G', 'C', 'D', 'C', 'G', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'Em', 'C', 'G', 'C', 'D', 'G', 'Em', 'C', 'G', 'C', 'G', 'D', 'G', 'G', 'C', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'C', 'D', 'G', 'Em', 'C', 'G', 'C', 'G', 'D', 'G', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'G', 'C', 'D', 'C', 'G']","Em,C,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/bruce-springsteen/tougher-than-the-rest-chords-1088909
620,summer-is-like-a-dream,khai-dreams,"['GM7', 'Em7', 'Am7', 'D9', 'D7', 'GM7', 'Em7', 'Am7', 'D9', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D9', 'D7', 'GM7', 'Em7', 'Am7', 'D9', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7', 'GM7', 'Em7', 'Am7', 'D7']","D7,Am7,Em7,GM7,D9",advanced,https://tabs.ultimate-guitar.com/tab/khai-dreams/summer-is-like-a-dream-chords-2445833
621,nakamarra,hiatus-kaiyote,"['D#M7', 'C#M7', 'D#6add4', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'D#M7', 'C#M7', 'C#M7', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#6add4', 'D#M7', 'G#M7', 'D#6', 'Cm#5', 'CM9', 'D#6add4', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'D#M7', 'C#M7', 'C#M7', 'D#M7', 'FM7', 'D#M7', 'D#M7', 'C#M7', 'FM7', 'D#M7', 'D#M7', 'C#M7', 'FM7', 'D#M7']","Cm#5,D#6,D#M7,FM7,CM9,G#M7,D#6add4,C#M7",advanced,https://tabs.ultimate-guitar.com/tab/hiatus-kaiyote/nakamarra-chords-2635530
622,a-thousand-years-part-2,christina-perri,"['G', 'G', 'Gsus4', 'G/Gb', 'Em', 'Em7', 'C/B', 'Em', 'C', 'G', 'Gsus4', 'G', 'D', 'Cadd9', 'Gmaj7', 'Gmaj7/Gb', 'G6', 'Cmaj7', 'C6', 'Am7', 'Bm7', 'Em', 'D', 'G', 'G', 'Gsus4', 'G/Gb', 'Em', 'Em7', 'C/B', 'Em', 'C', 'G', 'Gsus4', 'G', 'D', 'Cadd9', 'G', 'Em', 'Em7', 'D', 'Gmaj7', 'Cmaj7', 'Cadd9', 'G', 'Gmaj7', 'G6', 'G', 'Em', 'Em7', 'D', 'Gmaj7', 'Cmaj7', 'Cadd9', 'G', 'Em', 'Em7', 'D', 'Gmaj7', 'Am7', 'Am7', 'Bm7', 'Em', 'D', 'G', 'Gsus4', 'G', 'Em7', 'C/B', 'Em', 'C', 'Cmaj7', 'C6', 'C', 'Gsus4', 'G', 'D', 'Cadd9', 'Cadd9', 'G', 'Gmaj7/Gb', 'Em', 'D', 'Gmaj7', 'Cadd9', 'G', 'Gmaj7', 'Em', 'Em7', 'D', 'Gmaj7', 'Am7', 'Am7', 'Bm7', 'Em', 'D', 'G', 'Gsus4', 'G/Gb', 'Em7', 'C/B', 'Em', 'C', 'Cmaj7', 'C6', 'C', 'Gsus4', 'G', 'D', 'G', 'Gsus4', 'G/Gb', 'Em7', 'C/B', 'Em', 'C', 'Cmaj7', 'C6', 'C', 'Gsus4', 'G', 'D', 'G', 'G', 'Gsus4', 'G/Gb', 'Em', 'Em7', 'C/B', 'Em', 'Cmaj7', 'Cadd9', 'C', 'Cadd9', 'Gsus4', 'G', 'D', 'G', 'G', 'Gsus4', 'G/Gb', 'Em', 'Em7', 'C/B', 'Em', 'Cmaj7', 'Cadd9', 'C', 'Cadd9', 'Gsus4', 'G', 'D', 'Am7', 'Am7', 'Bm7', 'Em', 'D', 'G', 'Gsus4', 'G/Gb', 'Em7', 'C/B', 'Em', 'C', 'Cmaj7', 'Cadd9', 'Gsus4', 'G', 'D', 'G', 'Gsus4', 'G/Gb', 'Em7', 'C/B', 'Em', 'C', 'Cmaj7', 'Cadd9', 'Gsus4', 'G', 'D', 'Cadd9', 'G', 'Cadd9']","Em,Bm7,Cadd9,Gmaj7/Gb,C,Cmaj7,C/B,Am7,Em7,Gmaj7,G/Gb,Gsus4,G6,D,C6,G",advanced,https://tabs.ultimate-guitar.com/tab/christina-perri/a-thousand-years-part-2-chords-2039959
623,enjoy-the-silence,depeche-mode,"['Am', 'C', 'Am', 'Cm', 'F', 'F', 'Am', 'Cm', 'F', 'F', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'G#', 'Am', 'C', 'Am', 'Cm', 'F', 'F', 'Am', 'Cm', 'F', 'F', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'G#', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am']","C,Am,Cm,Dm,G#,F",novice,https://tabs.ultimate-guitar.com/tab/depeche-mode/enjoy-the-silence-chords-1216617
624,fuentes-de-ortiz,ed-maverick,"['Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'G', 'Am', 'Fmaj7', 'G', 'C', 'Fmaj7', 'G']","C,G,Fmaj7,Am",intermediate,https://tabs.ultimate-guitar.com/tab/ed-maverick/fuentes-de-ortiz-chords-2469652
625,closerwrap-me-in-your-arms,william-mcdowell,"['Db', 'Ab', 'Bb', 'F', 'F', 'Gb', 'F', 'Eb', 'Db', 'Db', 'Db', 'Bbm', 'Ebm7', 'Gbmaj9', 'Db', 'Bbm', 'Ab', 'Gbmaj9', 'Gb', 'Ab', 'Ab', 'Db', 'Bbm', 'Fm', 'Gbmaj7', 'Bbm', 'Ab', 'Gbmaj9', 'Bbm', 'Bbm', 'Fm', 'Gbmaj7', 'Bbm', 'Ab', 'Gbmaj7', 'Bbm', 'Ab', 'Gbmaj7', 'Bbm', 'Ab', 'Gbmaj7', 'Bbm', 'Ab']","Gbmaj7,Db,Gb,Gbmaj9,Fm,Eb,Ebm7,Ab,Bb,Bbm,F",advanced,https://tabs.ultimate-guitar.com/tab/william-mcdowell/closerwrap-me-in-your-arms-chords-1173481
626,amor-prohibido,selena,"['G', 'C', 'C', 'C/B', 'Am', 'D', 'G', 'Em', 'G', 'C', 'C', 'C/B', 'Am', 'Em', 'Bm', 'G', 'Bm', 'Am', 'D', 'G', 'Bm', 'C', 'Am', 'D', 'G', 'Bm', 'C', 'C', 'D', 'G', 'D', 'C', 'Am', 'D', 'Am', 'D', 'G', 'C', 'C', 'C/B', 'Am', 'D', 'G', 'Em', 'G', 'C', 'C', 'C/B', 'Am', 'Em', 'Bm', 'G', 'Bm', 'Am']","Em,C,Am,C/B,Bm,D,G",advanced,https://tabs.ultimate-guitar.com/tab/selena/amor-prohibido-chords-1416502
627,still-got-the-blues,gary-moore,"['Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'E7', 'Am', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'E', 'Am', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Em', 'Am', 'D7', 'F7', 'E7', 'Am', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'E', 'Am', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Em', 'Am', 'D7', 'F7', 'E7', 'Am', 'Bm7', 'E', 'Am7', 'Bm7', 'C', 'Bm7', 'E', 'Fmaj7', 'C', 'Fmaj7', 'Am', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'E', 'Am', 'Bm', 'C', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'Esus4', 'E', 'Am', 'Em', 'Am', 'D7', 'F7', 'E7', 'Am', 'Em', 'Am', 'Em', 'Am', 'D7', 'F7', 'E7', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'E', 'Am', 'Bm', 'C', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'Esus4']","Em,Bm7,F7,Dm7,C,Cmaj7,Am,D7,Am7,E,Esus4,F/G,Fmaj7,Bm,E7",advanced,https://tabs.ultimate-guitar.com/tab/gary-moore/still-got-the-blues-chords-1203406
628,candle-in-the-wind,elton-john,"['D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'A7', 'D', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'A7', 'D', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'A7', 'D', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'A', 'G']","A,Bm,D,G,A7",intermediate,https://tabs.ultimate-guitar.com/tab/elton-john/candle-in-the-wind-chords-1086982
629,tears-dry-on-their-own,amy-winehouse,"['D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'Em', 'F#m', 'Bm', 'E7', 'G/A', 'F#sus4', 'F#', 'Bm7', 'A7', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'F#m7', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'E7', 'F#m', 'G', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'F#m7', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'E7', 'F#m', 'G', 'G/A', 'F#sus4', 'F#', 'Bm7', 'G', 'A7', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'D/F#', 'G', 'E/G#', 'D6', 'G#m7b5', 'Gmaj7', 'F#m7', 'Em9', 'F#m7', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'E7', 'F#m', 'G', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'E7', 'F#m', 'G', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'F#m']","Em,G/A,E/G#,Bm7,F#sus4,F#m,G,F#,Gmaj7,E7,F#m7,A7,Em9,Bm,D/F#,G#m7b5,D6",novice,https://tabs.ultimate-guitar.com/tab/amy-winehouse/tears-dry-on-their-own-chords-538079
630,everything-disappears-when-you-come-around,of-montreal,"['C', 'G', 'Am', 'E', 'C', 'F', 'A#m', 'C', 'A', 'A', 'A', 'A', 'E7', 'C#7', 'F#', 'Bm', 'E', 'A7', 'F#', 'G', 'E7', 'A', 'G', 'D', 'E', 'A7', 'F#', 'Bm', 'C', 'D', 'D7', 'G', 'E', 'F', 'C', 'G', 'Am', 'E', 'C', 'F', 'A#m', 'C', 'A', 'A', 'A', 'A', 'E7', 'C#7', 'F#', 'Bm', 'E', 'A7', 'F#', 'G', 'E7', 'A', 'G', 'D', 'E', 'A7', 'F#', 'Bm', 'C', 'D', 'D7', 'G', 'E', 'F', 'C', 'G', 'Am', 'E', 'C', 'G', 'F', 'Dm', 'Cm', 'D', 'Fm', 'G', 'C', 'F', 'A#m', 'C', 'A', 'A', 'A', 'A', 'E7', 'C#7', 'F#', 'Bm', 'E', 'A7', 'F#', 'G', 'E7', 'A', 'G', 'D', 'A', 'G']","A,C,Am,C#7,F#,D7,D,E,A#m,Dm,Cm,Fm,A7,Bm,G,E7,F",advanced,https://tabs.ultimate-guitar.com/tab/of-montreal/everything-disappears-when-you-come-around-chords-1806355
631,tenerife-sea,ed-sheeran,"['E', 'F#m', 'A', 'B', 'C#m', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'C#m', 'B', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'C#m', 'B', 'A', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'C#m', 'B', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'C#m', 'B', 'A', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m']","A,F#m,E,B,C#m",intermediate,https://tabs.ultimate-guitar.com/tab/ed-sheeran/tenerife-sea-chords-1432016
632,battle-belongs,phil-wickham,"['D', 'Dsus', 'D', 'G2', 'Bm7', 'Asus', 'G2', 'D', 'G2', 'Bm7', 'Asus', 'D', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G', 'D', 'A', 'D', 'D', 'G2', 'Bm7', 'Asus', 'G2', 'D', 'G2', 'Bm7', 'Asus', 'D', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G', 'D', 'A', 'D', 'G', 'D', 'Asus', 'Bm7', 'Asus', 'G', 'G', 'D', 'Asus', 'Bm7', 'Asus', 'G', 'A', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G2', 'D', 'A', 'Bm7', 'G', 'D', 'A', 'Bm7', 'D', 'A']","Bm7,A,G2,Dsus,G,D,Asus",novice,https://tabs.ultimate-guitar.com/tab/phil-wickham/battle-belongs-chords-2953958
633,julie-and-the-phantoms-wake-up,misc-television,"['F', 'Bb', 'F', 'Bb', 'F', 'Dm', 'Bb', 'C', 'F', 'Dm', 'Bb', 'C', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'C', 'F', 'C', 'Dm', 'C', 'F', 'C', 'Dm', 'C', 'F', 'Bb', 'F', 'Bb', 'F', 'Dm', 'Bb', 'C', 'F', 'Dm', 'Bb', 'C', 'Bb', 'C', 'Dm', 'C', 'Bb', 'C', 'Dm', 'C', 'F', 'C', 'Dm', 'C', 'F', 'C', 'Dm', 'C', 'F', 'F', 'C', 'Bb', 'C', 'Dm', 'C', 'Bb', 'F', 'C', 'Dm', 'C', 'F', 'C', 'Dm', 'C', 'F', 'F', 'Bb', 'F', 'Bb', 'C']","Dm,Bb,C,F",novice,https://tabs.ultimate-guitar.com/tab/misc-television/julie-and-the-phantoms-wake-up-chords-3336857
634,god-of-revival,bethel-music,"['F#', 'C#', 'A#m', 'G#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'C#/F', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'C#', 'A#m', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'C#/F', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'C#', 'A#m', 'G#', 'C#', 'A#m', 'G#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'C#/F', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'A#m', 'G#/C', 'C#', 'G#', 'C#/F', 'F#', 'G#', 'A#m', 'G#/C', 'C#']","F#,A#m,G#,G#/C,C#/F,C#",advanced,https://tabs.ultimate-guitar.com/tab/bethel-music/god-of-revival-chords-3005483
635,bottom-of-your-soul,toto,"['Eb', 'Ebm', 'Gb', 'Cm', 'Abadd9', 'Bbadd9', 'F', 'Cm', 'Abadd9', 'Bbadd9', 'Cm', 'Abadd9', 'Bbadd9', 'F', 'Bb', 'Abadd9', 'Bbadd9', 'Eb', 'F', 'Eb', 'Bbadd9', 'Eb', 'F', 'Eb', 'F', 'Eb', 'Bbadd9', 'Abadd9', 'Bbadd9', 'Cm', 'Cm', 'Cm', 'Eb', 'Cm', 'F', 'Cm', 'Eb']","Gb,Ebm,Cm,Eb,Bbadd9,Bb,Abadd9,F",advanced,https://tabs.ultimate-guitar.com/tab/toto/bottom-of-your-soul-chords-344367
636,viva-la-vida,coldplay,"['C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G']","Em,G,D,C",intermediate,https://tabs.ultimate-guitar.com/tab/coldplay/viva-la-vida-chords-1240850
637,time,pink-floyd,"['F#m', 'A', 'A7', 'E', 'F#m', 'A', 'A7', 'E', 'F#m', 'Dmaj7', 'A', 'Dmaj7', 'A', 'Dmaj7', 'C#m7', 'Bm7', 'E', 'F#m', 'Bm7', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'F#m', 'A', 'A7', 'E', 'F#m', 'A', 'E', 'F#m', 'Dmaj7', 'A', 'Dmaj7', 'A', 'Dmaj7', 'C#m7', 'Bm7', 'D', 'Dm', 'Em', 'Em', 'A7', 'Asus4', 'A7', 'Em', 'A7', 'Asus4', 'Em', 'A7', 'Asus4', 'Em', 'A7', 'Cmaj', 'Bm', 'F', 'Fmaj7', 'G', 'Gmaj7', 'D7#9', 'D7b9']","Dm,D7b9,Fmaj7,Bm,D,G,F#m,A,D7#9,C#m7,Dmaj7,Asus4,Cmaj,A7,Bm7,Em,Gmaj7,E,F",advanced,https://tabs.ultimate-guitar.com/tab/pink-floyd/time-chords-1699265
638,one-of-us,joan-osborne,"['D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'C', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'C']","Em,G,D,C",intermediate,https://tabs.ultimate-guitar.com/tab/joan-osborne/one-of-us-chords-1051018
639,the-last-waltz,engelbert-humperdinck,"['D', 'Dmaj7', 'D6', 'D', 'Gmaj7', 'F#m7', 'Fm7', 'Em7', 'A7', 'Dmaj7', 'D6', 'Gmaj7', 'F#m', 'Em7', 'A7', 'D', 'A7', 'Em7/B', 'A7/C#', 'D', 'Dmaj7', 'Gmaj7', 'G6', 'A7', 'Em7/B', 'A7/C#', 'D', 'D', 'D7+', 'G', 'Em7/A', 'A7', 'D', 'D', 'Dmaj7', 'D6', 'D', 'Gmaj7', 'F#m7', 'Fm7', 'Em7', 'A7', 'Dmaj7', 'D6', 'Gmaj7', 'F#m', 'Em7', 'A7', 'D', 'A7', 'Em7/B', 'A7/C#', 'D', 'Dmaj7', 'Gmaj7', 'G6', 'A7', 'Em7/B', 'A7/C#', 'D', 'D', 'D7+', 'G', 'Em7/A', 'A7', 'D', 'G', 'Gm', 'D/F#', 'Ddim/F', 'Em9', 'A7', 'Gmaj7', 'F#m7', 'Em', 'Em7', 'A', 'D', 'A7', 'Em7/B', 'A7/C#', 'D', 'Dmaj7', 'Gmaj7', 'G6', 'A7', 'Em7/B', 'A7/C#', 'D', 'D', 'D7+', 'G', 'Em7/A', 'A7', 'D', 'D', 'Dmaj7', 'D6', 'D', 'Gmaj7']","D,G,D7+,Gm,F#m,Em7/A,A7/C#,F#m7,Em9,A,Fm7,Dmaj7,Em7/B,A7,Em,Ddim/F,Gmaj7,Em7,G6,D/F#,D6",advanced,https://tabs.ultimate-guitar.com/tab/engelbert-humperdinck/the-last-waltz-chords-1787900
